stage,mode,optimize,smooth,angle_step,smoothing,sensitivity,fps,scenario,seed,first_arrival_ms,settle_ms,rms_error_deg,overshoot_yaw_deg,overshoot_pitch_deg,max_yaw_speed_deg_s,max_pitch_speed_deg_s,max_yaw_acceleration_deg_s2,max_pitch_acceleration_deg_s2,max_yaw_jerk_deg_s3,max_pitch_jerk_deg_s3,p95_yaw_acceleration_deg_s2,p95_pitch_acceleration_deg_s2
frame+packet,Lock,true,1.00,90,0.00,0.50,60,pitch60,20260915,450.000,750.000,12.446295,0.000000,6.450012,0.000000,219.000015,0.000000,780.000496,0.000000,28799.987793,0.000000,720.000076
frame+packet,Lock,true,1.00,90,0.00,0.50,60,pitch60,20260916,750.000,750.000,12.617009,0.000000,6.000000,0.000000,209.999962,0.000000,720.000458,0.000000,25199.966431,0.000000,719.999695
frame+packet,Lock,true,1.00,90,0.00,0.50,60,pitch60,20260917,450.000,900.000,12.500725,0.000000,8.550003,0.000000,219.000015,0.000000,780.000496,0.000000,27600.006104,0.000000,719.999933
frame+packet,Lock,true,1.00,90,0.00,0.50,60,pitch60,20260918,450.000,850.000,12.191665,0.000000,5.250000,0.000000,209.999962,0.000000,780.000114,0.000000,26399.963379,0.000000,720.001221
frame+packet,Lock,true,1.00,90,0.00,0.50,60,pitch60,20260919,450.000,950.000,12.586421,0.000000,7.500008,0.000000,222.000046,0.000000,780.001068,0.000000,30000.045776,0.000000,720.000076
frame+packet,Lock,true,1.00,90,0.00,0.50,60,pitch60,20260920,750.000,750.000,12.879773,0.000000,4.650009,0.000000,198.000031,0.000000,720.000076,0.000000,23999.969482,0.000000,660.000610
frame+packet,Lock,true,1.00,90,0.00,0.50,60,pitch60,20260921,450.000,850.000,12.570591,0.000000,5.250008,0.000000,219.000015,0.000000,780.000305,0.000000,30000.000000,0.000000,720.001221
frame+packet,Lock,true,1.00,90,0.00,0.50,60,pitch60,20260922,450.000,900.000,12.337204,0.000000,7.050003,0.000000,216.000023,0.000000,779.999971,0.000000,25200.012207,0.000000,720.000458
frame+packet,Lock,true,1.00,90,0.00,0.50,60,diagonal,20260915,400.000,650.000,12.237923,12.600006,4.350010,777.000046,183.000031,7800.000000,780.000496,217200.042725,26399.993896,3120.001221,719.999933
frame+packet,Lock,true,1.00,90,0.00,0.50,60,diagonal,20260916,400.000,650.000,12.287509,13.200005,3.900002,768.000031,180.000000,7800.000000,720.000076,206400.024414,24000.007629,3780.001831,719.999886
frame+packet,Lock,true,1.00,90,0.00,0.50,60,diagonal,20260917,400.000,650.000,12.208632,11.400002,4.950005,786.000061,183.000031,7920.001221,780.000496,228000.061035,24000.007629,3480.001831,719.999933
frame+packet,Lock,true,1.00,90,0.00,0.50,60,diagonal,20260918,650.000,650.000,12.075652,13.050003,5.550003,780.000000,189.000015,7800.000000,840.000057,220799.987793,26400.016785,3900.000000,720.000458
frame+packet,Lock,true,1.00,90,0.00,0.50,60,diagonal,20260919,700.000,700.000,12.298845,11.250000,6.150002,798.000031,177.000008,8160.000610,720.000458,242400.024414,26399.963379,3960.000610,719.999695
frame+packet,Lock,true,1.00,90,0.00,0.50,60,diagonal,20260920,400.000,750.000,12.316795,9.750000,4.800003,792.000046,167.999992,8040.000916,720.000267,235200.042725,21599.975586,3720.001221,660.000610
frame+packet,Lock,true,1.00,90,0.00,0.50,60,diagonal,20260921,400.000,650.000,12.388209,13.650002,4.650002,762.000046,180.000000,7800.000000,779.999542,199200.042725,24000.000000,4320.001221,719.999886
frame+packet,Lock,true,1.00,90,0.00,0.50,60,diagonal,20260922,650.000,650.000,12.162887,13.200012,5.250004,756.000061,192.000008,7800.000000,780.000114,192000.000000,28800.003052,3539.999390,720.000458
frame+packet,Lock,true,1.00,90,0.00,0.50,60,reverse,20260915,-1.000,-1.000,35.576472,-1.000000,-1.000000,960.000000,252.000008,7800.000000,780.000496,217200.042725,26399.993896,7139.997864,720.000076
frame+packet,Lock,true,1.00,90,0.00,0.50,60,reverse,20260916,-1.000,-1.000,35.578055,-1.000000,-1.000000,960.000000,255.000019,7800.000000,779.999542,216000.000000,26400.024414,7079.998779,720.000076
frame+packet,Lock,true,1.00,90,0.00,0.50,60,reverse,20260917,-1.000,-1.000,35.853072,-1.000000,-1.000000,960.000000,255.000019,7920.001221,780.000496,228000.061035,25200.012207,7439.999390,720.001221
frame+packet,Lock,true,1.00,90,0.00,0.50,60,reverse,20260918,-1.000,-1.000,36.414532,-1.000000,-1.000000,960.000000,249.000015,7800.000000,840.000057,274799.987793,26400.016785,7200.000000,779.999924
frame+packet,Lock,true,1.00,90,0.00,0.50,60,reverse,20260919,-1.000,-1.000,36.649120,-1.000000,-1.000000,960.000000,249.000015,8160.000610,720.001221,242400.024414,26400.024414,6660.000610,720.000458
frame+packet,Lock,true,1.00,90,0.00,0.50,60,reverse,20260920,-1.000,-1.000,36.700973,-1.000000,-1.000000,960.000000,243.000011,8040.000916,720.000458,273600.036621,24000.030518,7860.000610,719.999695
frame+packet,Lock,true,1.00,90,0.00,0.50,60,reverse,20260921,-1.000,-1.000,35.713414,-1.000000,-1.000000,960.000000,246.000004,7800.000000,779.999542,199200.042725,24000.000000,7140.000916,720.000458
frame+packet,Lock,true,1.00,90,0.00,0.50,60,reverse,20260922,-1.000,-1.000,36.353788,-1.000000,-1.000000,960.000000,258.000011,7800.000000,780.000305,192000.000000,28800.003052,7020.001221,780.000019
frame+packet,Lock,true,1.00,90,0.00,0.50,60,moving,20260915,-1.000,-1.000,1.757380,-1.000000,-1.000000,144.000006,66.000004,2040.000153,660.000038,40800.003052,15600.002289,360.000610,120.001221
frame+packet,Lock,true,1.00,90,0.00,0.50,60,moving,20260916,-1.000,-1.000,1.757380,-1.000000,-1.000000,144.000006,66.000004,2040.000153,660.000038,40800.003052,15600.002289,360.000610,120.001221
frame+packet,Lock,true,1.00,90,0.00,0.50,60,moving,20260917,-1.000,-1.000,1.757380,-1.000000,-1.000000,144.000006,66.000004,2040.000153,660.000038,40800.003052,15600.002289,360.000610,120.001221
frame+packet,Lock,true,1.00,90,0.00,0.50,60,moving,20260918,-1.000,-1.000,1.756049,-1.000000,-1.000000,144.000006,63.000002,2040.000153,720.000029,40800.003052,14400.000572,360.000610,120.001221
frame+packet,Lock,true,1.00,90,0.00,0.50,60,moving,20260919,-1.000,-1.000,1.761258,-1.000000,-1.000000,144.000006,66.000004,2040.000153,660.000038,40800.003052,12000.000000,360.000610,180.000114
frame+packet,Lock,true,1.00,90,0.00,0.50,60,moving,20260920,-1.000,-1.000,1.763705,-1.000000,-1.000000,144.000006,66.000004,2040.000153,600.000000,40800.003052,12000.000000,360.000610,120.001221
frame+packet,Lock,true,1.00,90,0.00,0.50,60,moving,20260921,-1.000,-1.000,1.761258,-1.000000,-1.000000,144.000006,66.000004,2040.000153,660.000038,40800.003052,12000.000000,360.000610,180.000114
frame+packet,Lock,true,1.00,90,0.00,0.50,60,moving,20260922,-1.000,-1.000,1.756049,-1.000000,-1.000000,144.000006,63.000002,2040.000153,720.000029,40800.003052,14400.000572,360.000610,120.001221
frame+packet,Lock,true,1.00,90,0.00,0.50,60,wrap,20260915,50.000,50.000,0.054476,0.000000,0.000000,36.000061,0.000000,720.001221,0.000000,27600.097656,0.000000,0.000000,0.000000
frame+packet,Lock,true,1.00,90,0.00,0.50,60,wrap,20260916,50.000,50.000,0.054476,0.000000,0.000000,36.000061,0.000000,720.001221,0.000000,27600.097656,0.000000,0.000000,0.000000
frame+packet,Lock,true,1.00,90,0.00,0.50,60,wrap,20260917,50.000,50.000,0.054476,0.000000,0.000000,36.000061,0.000000,720.001221,0.000000,27600.097656,0.000000,0.000000,0.000000
frame+packet,Lock,true,1.00,90,0.00,0.50,60,wrap,20260918,50.000,50.000,0.054476,0.000000,0.000000,36.000061,0.000000,720.001221,0.000000,27600.097656,0.000000,0.000000,0.000000
frame+packet,Lock,true,1.00,90,0.00,0.50,60,wrap,20260919,50.000,50.000,0.054476,0.000000,0.000000,36.000061,0.000000,720.001221,0.000000,27600.097656,0.000000,0.000000,0.000000
frame+packet,Lock,true,1.00,90,0.00,0.50,60,wrap,20260920,50.000,50.000,0.054476,0.000000,0.000000,36.000061,0.000000,720.001221,0.000000,27600.097656,0.000000,0.000000,0.000000
frame+packet,Lock,true,1.00,90,0.00,0.50,60,wrap,20260921,50.000,50.000,0.054476,0.000000,0.000000,36.000061,0.000000,720.001221,0.000000,27600.097656,0.000000,0.000000,0.000000
frame+packet,Lock,true,1.00,90,0.00,0.50,60,wrap,20260922,50.000,50.000,0.054476,0.000000,0.000000,36.000061,0.000000,720.001221,0.000000,27600.097656,0.000000,0.000000,0.000000
frame+packet,Lock,true,1.00,90,0.00,0.50,60,overlap,20260915,300.000,300.000,20.846235,0.199997,0.000000,960.000000,0.000000,12000.000000,0.000000,315599.975586,0.000000,3779.998779,0.000000
frame+packet,Lock,true,1.00,90,0.00,0.50,60,overlap,20260916,300.000,400.000,20.884658,1.250000,0.000000,960.000000,0.000000,12000.000000,0.000000,318000.000000,0.000000,3900.000000,0.000000
frame+packet,Lock,true,1.00,90,0.00,0.50,60,overlap,20260917,300.000,400.000,20.771691,1.699997,0.000000,960.000000,0.000000,12000.000000,0.000000,310799.987793,0.000000,3539.999390,0.000000
frame+packet,Lock,true,1.00,90,0.00,0.50,60,overlap,20260918,300.000,400.000,20.809649,2.000015,0.000000,960.000000,0.000000,12000.000000,0.000000,313199.951172,0.000000,3659.997559,0.000000
frame+packet,Lock,true,1.00,90,0.00,0.50,60,overlap,20260919,300.000,300.000,20.696090,0.500015,0.000000,960.000000,0.000000,12000.000000,0.000000,306000.000000,0.000000,3300.000000,0.000000
frame+packet,Lock,true,1.00,90,0.00,0.50,60,overlap,20260920,300.000,300.000,20.752139,0.500000,0.000000,960.000000,0.000000,12000.000000,0.000000,309599.975586,0.000000,3479.998779,0.000000
frame+packet,Lock,true,1.00,90,0.00,0.50,60,overlap,20260921,300.000,400.000,20.943093,2.299988,0.000000,960.000000,0.000000,12000.000000,0.000000,321599.975586,0.000000,4079.998779,0.000000
frame+packet,Lock,true,1.00,90,0.00,0.50,60,overlap,20260922,350.000,350.000,20.979983,0.000000,0.000000,960.000000,0.000000,12000.000000,0.000000,324000.000000,0.000000,4200.000000,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,yaw90,20260915,350.000,350.000,9.469186,17.185486,0.000000,708.242493,0.000000,7162.570953,0.000000,234871.643066,0.000000,6403.286743,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,yaw90,20260916,350.000,350.000,9.584988,19.357880,0.000000,701.071472,0.000000,7019.150543,0.000000,172610.412598,0.000000,6276.742554,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,yaw90,20260917,350.000,350.000,9.477944,17.860405,0.000000,718.788147,0.000000,7373.484039,0.000000,179865.783691,0.000000,5973.028564,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,yaw90,20260918,350.000,350.000,9.635242,20.686615,0.000000,713.304291,0.000000,7263.806915,0.000000,153206.375122,0.000000,5871.789551,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,yaw90,20260919,350.000,350.000,9.435246,17.754944,0.000000,731.442719,0.000000,7626.575470,0.000000,195726.440430,0.000000,6048.956299,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,yaw90,20260920,300.000,300.000,9.323937,14.274902,0.000000,724.271851,0.000000,7483.158112,0.000000,203487.976074,0.000000,5298.110962,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,yaw90,20260921,350.000,350.000,9.733893,21.551353,0.000000,709.507904,0.000000,7002.278900,0.000000,140045.578003,0.000000,5829.608154,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,yaw90,20260922,350.000,350.000,9.553642,18.092407,0.000000,700.227814,0.000000,7002.278900,0.000000,217154.968262,0.000000,6512.960815,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,pitch60,20260915,450.000,700.000,12.539286,0.000000,5.488174,0.000000,216.817551,0.000000,750.847244,0.000000,29021.484375,0.000000,717.100525
frame+packet,Lock,true,0.58,90,0.00,0.10,30,pitch60,20260916,750.000,750.000,12.638634,0.000000,5.720184,0.000000,209.224701,0.000000,725.537300,0.000000,24634.490967,0.000000,691.791391
frame+packet,Lock,true,0.58,90,0.00,0.10,30,pitch60,20260917,450.000,750.000,12.559205,0.000000,6.374008,0.000000,216.817551,0.000000,750.846863,0.000000,28852.783203,0.000000,708.665466
frame+packet,Lock,true,0.58,90,0.00,0.10,30,pitch60,20260918,450.000,750.000,12.246062,0.000000,6.205276,0.000000,211.333847,0.000000,784.592676,0.000000,23790.893555,0.000000,717.101288
frame+packet,Lock,true,0.58,90,0.00,0.10,30,pitch60,20260919,450.000,900.000,12.689950,0.000000,6.500549,0.000000,214.708405,0.000000,750.846863,0.000000,26490.539551,0.000000,700.228882
frame+packet,Lock,true,0.58,90,0.00,0.10,30,pitch60,20260920,500.000,700.000,12.915922,0.000000,4.075066,0.000000,198.679123,0.000000,700.227356,0.000000,25984.375000,0.000000,683.355045
frame+packet,Lock,true,0.58,90,0.00,0.10,30,pitch60,20260921,700.000,850.000,12.626875,0.000000,4.771072,0.000000,215.973854,0.000000,759.283066,0.000000,28009.094238,0.000000,725.537205
frame+packet,Lock,true,0.58,90,0.00,0.10,30,pitch60,20260922,450.000,900.000,12.380565,0.000000,7.070023,0.000000,216.395721,0.000000,767.719841,0.000000,26490.539551,0.000000,725.537109
frame+packet,Lock,true,0.58,90,0.00,0.10,30,diagonal,20260915,650.000,650.000,12.477757,13.009430,4.986145,736.504822,182.649803,7390.358734,750.847054,180878.219604,23622.146606,4117.001343,708.664322
frame+packet,Lock,true,0.58,90,0.00,0.10,30,diagonal,20260916,400.000,650.000,12.552180,13.578888,4.058128,728.911896,177.587929,7331.301117,733.973885,178684.692383,21934.883118,4791.921997,691.791391
frame+packet,Lock,true,0.58,90,0.00,0.10,30,diagonal,20260917,650.000,750.000,12.424296,11.849403,5.344696,746.628418,183.493423,7601.267242,742.410278,193026.626587,24297.050476,3543.322754,717.100906
frame+packet,Lock,true,0.58,90,0.00,0.10,30,diagonal,20260918,650.000,650.000,12.330017,13.473434,5.745430,741.988525,190.242615,7500.032806,818.338585,190664.489746,27671.638489,4977.523804,708.663940
frame+packet,Lock,true,0.58,90,0.00,0.10,30,diagonal,20260919,400.000,800.000,12.492616,11.701767,5.450150,759.705048,179.275208,7854.363251,742.410469,208718.551636,23115.966797,3644.558716,708.664465
frame+packet,Lock,true,0.58,90,0.00,0.10,30,diagonal,20260920,400.000,750.000,12.570616,10.162109,4.479954,752.112122,166.620483,7854.360962,691.792297,199607.070923,19066.467285,2269.412231,683.354378
frame+packet,Lock,true,0.58,90,0.00,0.10,30,diagonal,20260921,400.000,650.000,12.628801,14.085075,5.091602,721.740875,179.697037,7331.301117,750.846863,211586.975098,20416.275024,5407.785034,717.101288
frame+packet,Lock,true,0.58,90,0.00,0.10,30,diagonal,20260922,650.000,650.000,12.417072,13.684334,4.690865,716.678925,189.820824,7331.301117,784.592628,170248.229980,29021.514893,4665.374756,725.537872
frame+packet,Lock,true,0.58,90,0.00,0.10,30,reverse,20260915,-1.000,-1.000,35.376435,-1.000000,-1.000000,960.071411,253.938046,7575.961304,767.720032,180878.219604,27671.661377,7154.138184,742.409897
frame+packet,Lock,true,0.58,90,0.00,0.10,30,reverse,20260916,-1.000,-1.000,35.408344,-1.000000,-1.000000,960.071411,256.047173,7440.977478,759.284210,178684.692383,21934.883118,6951.660156,733.973694
frame+packet,Lock,true,0.58,90,0.00,0.10,30,reverse,20260917,-1.000,-1.000,35.661700,-1.000000,-1.000000,960.071411,253.094406,7769.998169,759.282684,193026.626587,24297.050476,7289.117432,742.410278
frame+packet,Lock,true,0.58,90,0.00,0.10,30,reverse,20260918,-1.000,-1.000,36.266127,-1.000000,-1.000000,960.071411,249.297981,7694.070435,818.338585,243139.343262,27671.638489,6723.875427,750.846863
frame+packet,Lock,true,0.58,90,0.00,0.10,30,reverse,20260919,-1.000,-1.000,36.340355,-1.000000,-1.000000,960.071411,247.610683,7854.363251,750.846863,208718.551636,25646.942139,6580.456543,725.537491
frame+packet,Lock,true,0.58,90,0.00,0.10,30,reverse,20260920,-1.000,-1.000,36.548394,-1.000000,-1.000000,960.071411,242.548809,8056.838989,725.537109,239258.605957,19066.467285,7710.941315,691.792297
frame+packet,Lock,true,0.58,90,0.00,0.10,30,reverse,20260921,-1.000,-1.000,35.454937,-1.000000,-1.000000,960.071411,247.610683,7845.925903,750.846863,211586.975098,20416.275024,7103.516388,733.973503
frame+packet,Lock,true,0.58,90,0.00,0.10,30,reverse,20260922,-1.000,-1.000,36.059467,-1.000000,-1.000000,960.071411,260.265408,7331.301117,784.592628,220023.437500,29021.514893,7002.277374,767.720032
frame+packet,Lock,true,0.58,90,0.00,0.10,30,moving,20260915,-1.000,-1.000,2.882385,-1.000000,-1.000000,190.242634,74.241028,2227.230740,691.791534,77615.621567,26321.815491,1915.081024,674.918365
frame+packet,Lock,true,0.58,90,0.00,0.10,30,moving,20260916,-1.000,-1.000,2.882948,-1.000000,-1.000000,190.242634,74.241023,2227.230740,666.482162,77615.621567,25140.716553,1915.081024,658.045197
frame+packet,Lock,true,0.58,90,0.00,0.10,30,moving,20260917,-1.000,-1.000,2.882673,-1.000000,-1.000000,190.242634,73.819203,2227.230740,691.791534,77615.621567,25984.352112,1915.081024,666.481781
frame+packet,Lock,true,0.58,90,0.00,0.10,30,moving,20260918,-1.000,-1.000,2.883078,-1.000000,-1.000000,190.242634,73.397379,2227.230740,708.664703,77615.621567,26996.734619,1915.081024,658.045197
frame+packet,Lock,true,0.58,90,0.00,0.10,30,moving,20260919,-1.000,-1.000,2.881975,-1.000000,-1.000000,190.242634,73.819199,2227.230740,700.227356,77615.621567,26321.815491,1915.081024,674.918365
frame+packet,Lock,true,0.58,90,0.00,0.10,30,moving,20260920,-1.000,-1.000,2.885940,-1.000000,-1.000000,190.242634,74.241023,2227.230740,674.918365,77615.621567,25309.448242,1915.081024,658.045197
frame+packet,Lock,true,0.58,90,0.00,0.10,30,moving,20260921,-1.000,-1.000,2.885362,-1.000000,-1.000000,190.242634,73.819203,2227.230740,691.791534,77615.621567,26321.823120,1915.081024,658.045197
frame+packet,Lock,true,0.58,90,0.00,0.10,30,moving,20260922,-1.000,-1.000,2.881916,-1.000000,-1.000000,190.242634,73.397379,2227.230740,708.664322,77615.621567,25815.628052,1915.081024,674.918365
frame+packet,Lock,true,0.58,90,0.00,0.10,30,wrap,20260915,50.000,50.000,0.077517,0.000000,0.000000,26.575012,0.000000,531.500244,0.000000,16535.522461,0.000000,0.000000,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,wrap,20260916,50.000,50.000,0.077517,0.000000,0.000000,26.575012,0.000000,531.500244,0.000000,16535.522461,0.000000,0.000000,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,wrap,20260917,50.000,50.000,0.077517,0.000000,0.000000,26.575012,0.000000,531.500244,0.000000,16535.522461,0.000000,0.000000,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,wrap,20260918,50.000,50.000,0.077517,0.000000,0.000000,26.575012,0.000000,531.500244,0.000000,16535.522461,0.000000,0.000000,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,wrap,20260919,50.000,50.000,0.077517,0.000000,0.000000,26.575012,0.000000,531.500244,0.000000,16535.522461,0.000000,0.000000,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,wrap,20260920,50.000,50.000,0.077517,0.000000,0.000000,26.575012,0.000000,531.500244,0.000000,16535.522461,0.000000,0.000000,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,wrap,20260921,50.000,50.000,0.077517,0.000000,0.000000,26.575012,0.000000,531.500244,0.000000,16535.522461,0.000000,0.000000,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,wrap,20260922,50.000,50.000,0.077517,0.000000,0.000000,26.575012,0.000000,531.500244,0.000000,16535.522461,0.000000,0.000000,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,overlap,20260915,350.000,350.000,21.653318,0.000000,0.000000,960.071411,0.000000,12005.111694,0.000000,340833.801270,0.000000,5036.578369,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,overlap,20260916,350.000,350.000,21.702184,0.000000,0.000000,960.071411,0.000000,12005.111694,0.000000,343702.209473,0.000000,5019.708252,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,overlap,20260917,350.000,350.000,21.581933,0.000000,0.000000,960.071411,0.000000,12005.111694,0.000000,336615.539551,0.000000,4825.665283,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,overlap,20260918,350.000,350.000,21.618984,0.000000,0.000000,960.071411,0.000000,12005.111694,0.000000,338809.082031,0.000000,4935.342407,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,overlap,20260919,350.000,350.000,21.497026,0.000000,0.000000,960.071411,0.000000,12005.111694,0.000000,331553.710938,0.000000,4572.573853,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,overlap,20260920,350.000,350.000,21.545038,0.000000,0.000000,960.071411,0.000000,12005.111694,0.000000,334422.058105,0.000000,4715.991211,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,overlap,20260921,350.000,350.000,21.751308,0.000000,0.000000,960.071411,0.000000,12005.111694,0.000000,346570.617676,0.000000,4876.287842,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.10,30,overlap,20260922,350.000,350.000,21.789048,0.000000,0.000000,960.071411,0.000000,12005.111694,0.000000,348764.099121,0.000000,4766.613770,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.50,30,yaw90,20260915,350.000,350.000,9.460931,17.100014,0.000000,708.000031,0.000000,7140.000153,0.000000,237600.036621,0.000000,6420.001221,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.50,30,yaw90,20260916,350.000,350.000,9.575902,19.350006,0.000000,701.999969,0.000000,7020.000458,0.000000,175200.012207,0.000000,6300.000000,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.50,30,yaw90,20260917,350.000,350.000,9.462536,17.700005,0.000000,720.000000,0.000000,7379.999542,0.000000,181200.012207,0.000000,5939.999390,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.50,30,yaw90,20260918,350.000,350.000,9.619565,20.550003,0.000000,713.999939,0.000000,7259.998322,0.000000,153599.929810,0.000000,5879.998779,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.50,30,yaw90,20260919,350.000,350.000,9.419639,17.550003,0.000000,731.999969,0.000000,7619.998932,0.000000,198000.000000,0.000000,6060.000610,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.50,30,yaw90,20260920,300.000,300.000,9.312315,14.250008,0.000000,726.000061,0.000000,7500.000763,0.000000,202800.048828,0.000000,5280.001831,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.50,30,yaw90,20260921,350.000,350.000,9.725912,21.600006,0.000000,708.000031,0.000000,7020.000458,0.000000,140400.009155,0.000000,5819.998169,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.50,30,yaw90,20260922,350.000,350.000,9.534208,17.849998,0.000000,698.999939,0.000000,7020.000458,0.000000,220800.048828,0.000000,6539.999390,0.000000
frame+packet,Lock,true,0.58,90,0.00,0.50,30,pitch60,20260915,450.000,850.000,12.460647,0.000000,5.099998,0.000000,215.999985,0.000000,720.001221,0.000000,28799.987793,0.000000,720.000029
frame+packet,Lock,true,0.58,90,0.00,0.50,30,pitch60,20260916,750.000,750.000,12.617009,0.000000,6.000000,0.000000,209.999962,0.000000,720.000458,0.000000,25199.966431,0.000000,719.999695
frame+packet,Lock,true,0.58,90,0.00,0.50,30,pitch60,20260917,450.000,950.000,12.519194,0.000000,8.250008,0.000000,219.000015,0.000000,780.000687,0.000000,28799.987793,0.000000,719.999886
frame+packet,Lock,true,0.58,90,0.00,0.50,30,pitch60,20260918,450.000,850.000,12.214493,0.000000,4.950005,0.000000,210.000038,0.000000,780.000114,0.000000,26400.024414,0.000000,720.000458
frame+packet,Lock,true,0.58,90,0.00,0.50,30,pitch60,20260919,450.000,750.000,12.597455,0.000000,5.849998,0.000000,216.000023,0.000000,780.000305,0.000000,28800.003052,0.000000,719.999886
frame+packet,Lock,true,0.58,90,0.00,0.50,30,pitch60,20260920,500.000,700.000,12.939380,0.000000,4.050003,0.000000,194.999962,0.000000,719.999695,0.000000,26399.963379,0.000000,660.000610
frame+packet,Lock,true,0.58,90,0.00,0.50,30,pitch60,20260921,450.000,850.000,12.570591,0.000000,5.250008,0.000000,219.000015,0.000000,780.000305,0.000000,30000.000000,0.000000,720.001221
frame+packet,Lock,true,0.58,90,0.00,0.50,30,pitch60,20260922,450.000,850.000,12.355621,0.000000,6.750000,0.000000,215.999985,0.000000,779.999971,0.000000,26399.993896,0.000000,719.999695
frame+packet,Lock,true,0.58,90,0.00,0.50,30,diagonal,20260915,400.000,650.000,12.490641,13.200012,4.799995,735.000000,180.000000,7379.999542,720.001221,178799.942017,21600.013733,4260.000610,719.999933
frame+packet,Lock,true,0.58,90,0.00,0.50,30,diagonal,20260916,400.000,650.000,12.516116,13.650002,3.900002,728.999939,180.000000,7320.000458,720.000076,178799.987793,24000.007629,4800.000000,719.999886
frame+packet,Lock,true,0.58,90,0.00,0.50,30,diagonal,20260917,650.000,800.000,12.453727,12.000000,5.399998,746.999969,180.000000,7619.998932,720.000076,193199.966431,22800.018311,3660.000610,719.999886
frame+packet,Lock,true,0.58,90,0.00,0.50,30,diagonal,20260918,650.000,650.000,12.314774,13.650009,5.550003,741.000061,189.000015,7500.000763,840.000057,196799.987793,26400.016785,5100.000000,720.000458
frame+packet,Lock,true,0.58,90,0.00,0.50,30,diagonal,20260919,700.000,700.000,12.518520,11.850006,6.150002,758.999939,177.000008,7859.998322,720.000458,207599.929810,26399.963379,3720.001221,719.999695
frame+packet,Lock,true,0.58,90,0.00,0.50,30,diagonal,20260920,400.000,800.000,12.595043,10.200012,4.800007,753.000031,168.000031,7860.000610,720.000076,200399.978638,25200.012207,2279.998779,660.000610
frame+packet,Lock,true,0.58,90,0.00,0.50,30,diagonal,20260921,400.000,650.000,12.632981,14.250008,4.650002,720.000000,180.000000,7320.000458,779.999542,217200.073242,24000.000000,5520.001221,719.999886
frame+packet,Lock,true,0.58,90,0.00,0.50,30,diagonal,20260922,650.000,650.000,12.405462,13.800003,4.650005,716.999969,189.000015,7320.000458,780.000114,174000.000000,28800.018311,4739.999390,720.000458
frame+packet,Lock,true,0.58,90,0.00,0.50,30,reverse,20260915,-1.000,-1.000,35.331822,-1.000000,-1.000000,960.000000,255.000019,7560.000610,780.000305,178799.942017,27599.975586,7140.002441,720.000076
frame+packet,Lock,true,0.58,90,0.00,0.50,30,reverse,20260916,-1.000,-1.000,35.393179,-1.000000,-1.000000,960.000000,255.000019,7440.000916,779.999542,178799.987793,26400.024414,6960.000610,720.000076
frame+packet,Lock,true,0.58,90,0.00,0.50,30,reverse,20260917,-1.000,-1.000,35.698762,-1.000000,-1.000000,960.000000,255.000019,7739.999390,780.000305,193199.966431,22800.018311,7260.000610,720.001221
frame+packet,Lock,true,0.58,90,0.00,0.50,30,reverse,20260918,-1.000,-1.000,36.254961,-1.000000,-1.000000,960.000000,249.000015,7679.998779,840.000057,244800.048828,26400.016785,6720.001221,779.999924
frame+packet,Lock,true,0.58,90,0.00,0.50,30,reverse,20260919,-1.000,-1.000,36.296026,-1.000000,-1.000000,960.000000,249.000015,7859.998322,720.000458,207599.929810,26399.963379,6600.003052,720.000076
